Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoMeter,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response
216,Good Will Hunting,1963,R,16 Mar 1963,108 min,"Drama, Film-Noir",Bob Clark,"Emma Donoghue (screenplay), Emma Donoghue (novel)","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent","In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.",English,USA,Nominated for 1 Golden Globe. Another 16 wins & 9 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,Internet Movie Database,8.1/10,80,8.0,"36,009",ID-142,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/1001115-apartment/,27 May 2003,,Liongate Films,http://www.thehelpmovie.com,True
73,Into the Wild,1988,R,25 Feb 1994,129 min,"Crime, Drama, Mystery",Paul Greengrass,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)","Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers",An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.,English,UK,Won 2 Oscars. Another 3 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjMxZWIyYzQtNjYzNy00NTk1LTg3ZDEtZDRmZmMxYmY4YmVjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.1/10,,8.3,"589,975",ID-143,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/reservoir_dogs/,,,New Line Cinema,,True
119,Gladiator,1984,R,02 Sep 1953,117 min,"Animation, Adventure, Drama",William Wyler,"Lilly Wachowski, Lana Wachowski","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","English, French",USA,Won 2 Oscars. Another 16 wins & 22 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX300.jpg,Internet Movie Database,8.1/10,72,8.2,"580,090",ID-144,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/the_wizard_of_oz_1939/,28 Dec 1999,,Paramount Pictures,,True
126,Life of Brian,1923,PG,15 Jun 2005,125 min,"Adventure, Biography, Drama",Orson Welles,"Richard Brooks (screenplay), James Poe (screenplay), Tennessee Williams (play)","Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,English,USA,Nominated for 2 Oscars. Another 50 wins & 96 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDVhMTk1NjUtYjc0OS00OTE1LTk1NTYtYWMzMDI5OTlmYzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.0/10,87,8.2,"1,304,569",ID-145,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/the_wizard_of_oz_1939/,06 Apr 2004,"$5,600,000",United Artists,http://www.foxhome.com/diehardcollection/index_frames.html,True
1,Into the Wild,1991,R,11 Apr 1952,133 min,"Crime, Drama",Guy Ritchie,"Alec Coppel (screenplay), Samuel A. Taylor (screenplay), Pierre Boileau (novel), Thomas Narcejac (novel)","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","An American grandson of the infamous scientist, struggling to prove that he is not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.","English, Vietnamese",USA,Won 4 Oscars. Another 26 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.0/10,92,9.3,"281,651",ID-146,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/eternal_sunshine_of_the_spotless_mind/,02 Nov 2004,"$3,840,702",Universal Pictures,http://warnervideo.com/gonewiththewind/,True
159,The Terminator,1999,NOT RATED,10 Oct 1980,100 min,Comedy,Lee Unkrich,"James Mangold (story by), Scott Frank (screenplay), James Mangold (screenplay), Michael Green (screenplay)","Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.","English, Cantonese",USA,Won 4 Oscars. Another 19 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,Internet Movie Database,8.4/10,,8.1,"175,272",ID-147,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/killing/,21 Nov 2000,,Hollywood/Buena Vista,,True
235,Stalag 17,1990,R,09 Jul 2003,98 min,"Drama, Romance",David Fincher,Ben Hecht,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.,"English, Japanese, Thai",USA,Nominated for 1 Oscar. Another 14 wins & 71 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_SX300.jpg,Internet Movie Database,8.3/10,,8.0,"960,639",ID-148,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/gandhi/,17 Jun 2014,,Buena Vista Distribution Compa,,True
244,Casino,2017,NOT RATED,20 Dec 1991,116 min,"Crime, Drama, Thriller",Henry Selick,"Ron Clements (screenplay), John Musker (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Burny Mattinson (story), Roger Allers (story), Daan Jippes (story), Kevin Harkey (story), Sue C. Nichols (story), Francis Glebas (story), Darrell Rooney (story), Larry Leker (story), James Fujii (story), Kirk Hanson (story), Kevin Lima (story), Rebecca Rees (story), David S. Smith (story), Chris Sanders (story), Brian Pimental (story), Patrick A. Ventura (story)","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",English,"UK, France, USA",Won 2 Oscars. Another 14 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg,Internet Movie Database,8.1/10,65,8.0,"679,975",ID-149,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/treasure_of_the_sierra_madre/,11 Jul 2000,,Rialto Pictures,http://www.hotelrwanda.com/,True
103,Full Metal Jacket,1997,R,19 Oct 2007,175 min,"Action, Drama, Sci-Fi",Darren Aronofsky,"Budd Schulberg (screenplay), Budd Schulberg (based upon an original story by), Malcolm Johnson (suggested by articles by)","Don Cheadle, Xolani Mali, Desmond Dube, Hakeem Kae-Kazim",A silent film production company and cast make a difficult transition to sound.,English,"USA, Germany",Won 4 Oscars. Another 16 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Internet Movie Database,8.3/10,,8.2,"163,664",ID-150,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/la_la_land/,26 Mar 1997,,Warner Bros. Pictures,http://www.gladiator-thefilm.com,True
235,Lawrence of Arabia,2017,PG-13,07 Jul 2017,85 min,Drama,Orson Welles,"Billy Wilder (written for the screen by), Edwin Blum (written for the screen by), Donald Bevan (based on the play by), Edmund Trzcinski (based on the play by)","William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd","A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","English, Sindarin","Germany, USA",2 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX300.jpg,Internet Movie Database,8.3/10,57,8.0,"82,622",ID-151,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/monsters_inc/,25 Jun 2002,"$3,840,702",Twentieth Century Fox Home Entertainment,,True
30,Django Unchained,1945,NOT RATED,25 Sep 1948,125 min,"Action, Adventure, Sci-Fi",Brian De Palma,Quentin Tarantino,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana Jones must follow in his father's footsteps to stop the Nazis from getting their hands on the Holy Grail first.","English, Italian","Ireland, UK, USA",Won 6 Oscars. Another 10 wins & 20 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTVhMWQ5MDktMGE3OS00MjVlLWExZWYtMzY2MTg4ZGFiZDQ5L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.0/10,73,8.5,"1,314,628",ID-152,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/wall_e/,31 Mar 1998,,Fox Searchlight Pictures,http://www.grandbudapesthotel.com/,True
66,One Flew Over the Cuckoo's Nest,1965,R,22 Sep 1995,114 min,Drama,Damien Chazelle,"Dalton Trumbo (screenplay), Lorenzo Semple Jr. (screenplay), Henri Charrière (book)","Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera","The story of Henry Hill and his life through the teen years into the years of mafia, covering his relationship with wife Karen Hill and his Mob partners Jimmy Conway and Tommy DeVitto in the Italian-American crime syndicate.","English, German, Italian",USA,Won 2 Oscars. Another 18 wins & 22 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTI4ODQ1MzAzNV5BMl5BanBnXkFtZTgwMzU4NzMxMDE@._V1_SX300.jpg,Internet Movie Database,8.1/10,70,8.3,"636,557",ID-153,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/hacksaw_ridge/,02 Dec 1997,,Dreamworks Distribution LLC,http://www.gladiator-thefilm.com,True
47,Good Will Hunting,2011,PASSED,20 Jul 2012,175 min,"Crime, Drama",Peter Bogdanovich,"John Ridley (screenplay), Solomon Northup (based on ""Twelve Years a Slave"" by)","Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury",A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,English,USA,Nominated for 1 Oscar. Another 23 wins & 32 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Internet Movie Database,8.1/10,77,8.5,"724,665",ID-154,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/jurassic_park/,25 Jun 2002,"$8,616,662",Paramount Pictures,,True
11,Amadeus,2017,PG,26 Oct 2001,131 min,"Action, Adventure, Fantasy",George Lucas,"H.A.L. Craig, Tewfik El-Hakim, A.B. Jawdat El-Sahhar, A.B. Rahman El-Sharkawi, Mohammad Ali Maher","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","English, French",USA,Nominated for 1 BAFTA Film Award. Another 38 wins & 101 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.1/10,69,8.7,"843,128",ID-155,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/there_will_be_blood/,14 Jan 2014,,Sony Pictures Home Entertainment,http://www.foxsearchlight.com/slumdogmillionaire/,True
250,The Wild Bunch,2016,NOT RATED,25 Dec 2014,129 min,Drama,Stanley Kubrick,"Drew Goddard (screenplay), Andy Weir (based on the novel by)","Bette Davis, Joan Crawford, Victor Buono, Wesley Addy","Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in New York City while fighting crime as his superhero alter ego Spider-Man when a new threat emerges.","English, Spanish","USA, Germany",Won 1 Oscar. Another 18 wins & 26 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.5/10,79,8.0,"249,067",ID-156,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/legend_of_1900/,14 Dec 1999,,Fox Searchlight,,True
150,Network,1996,PG-13,23 Sep 1944,118 min,"Adventure, Drama, Sci-Fi",Billy Wilder,"Carl Foreman (screenplay), John W. Cunningham (magazine story ""The Tin Star"")","Noel Appleby, Ali Astin, Sean Astin, David Aston","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man.",English,"USA, UK",Nominated for 5 Oscars. Another 38 wins & 165 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_SX300.jpg,Internet Movie Database,8.0/10,78,8.1,"360,941",ID-157,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/kill_bill_vol_1/,02 Dec 1997,,Miramax Films,,True
227,The Treasure of the Sierra Madre,1940,R,20 Jun 1974,110 min,"Crime, Drama",Tate Taylor,"T.E. Lawrence (writings), Robert Bolt (screenplay), Michael Wilson (screenplay)","Bruce Allpress, Sean Astin, John Bach, Sala Baker",A former child star torments her paraplegic sister in their decaying Hollywood mansion.,"English, Spanish",USA,3 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.6/10,92,8.0,"239,391",ID-158,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/shining/,16 May 2000,,Warner Bros. Pictures,http://www.FathomEvents.com,True
237,Song of the Sea,1996,R,31 Mar 1999,125 min,"Drama, History","Lana Wachowski, Lilly Wachowski","Chris Marker (film La Jetée), David Webb Peoples (screenplay), Janet Peoples (screenplay)","Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from the corruption that Scarecrow and the League of Shadows have cast upon it.","English, French",USA,6 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.5/10,,8.0,"527,053",ID-159,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/1008166-general/,29 Aug 2000,,Warner Bros. Pictures,http://www.thepianistmovie.com/,True
197,The Departed,2013,R,22 Jan 2016,90 min,Drama,Bob Clark,"Quentin Tarantino (stories), Roger Avary (stories), Quentin Tarantino","Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper","Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",English,USA,Won 7 Oscars. Another 23 wins & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg,Internet Movie Database,8.0/10,57,8.0,"65,987",ID-160,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/no_country_for_old_men/,29 Aug 2000,,DreamWorks SKG,http://www.thepianistmovie.com/,True
98,A Beautiful Mind,2009,R,20 Jul 2012,140 min,Drama,Christopher Nolan,"Richard Linklater (screenplay), Julie Delpy (screenplay), Ethan Hawke (screenplay), Richard Linklater (story), Kim Krizan (story), Richard Linklater (characters), Kim Krizan (characters)","Marlon Brando, Al Pacino, James Caan, Richard S. Castellano",Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,English,USA,Nominated for 6 Oscars. Another 32 wins & 47 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.4/10,86,8.2,"190,154",ID-161,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/1000642-all_quiet_on_the_western_front/,04 Sep 2001,"$148,055,047",United Artists,,True
203,The Grapes of Wrath,1984,R,02 Feb 1972,149 min,"Action, Adventure, Fantasy",David Fincher,"Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)","Rowan Atkinson, Matthew Broderick, Niketa Calame, Jim Cummings","Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.","English, German","New Zealand, USA",Nominated for 1 Oscar. Another 25 wins & 34 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Internet Movie Database,8.1/10,61,8.0,"881,549",ID-162,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/jurassic_park/,15 Feb 2000,,Columbia Pictures,http://www.historyx.com,True
76,The Deer Hunter,1932,R,30 Jun 1951,86 min,"Film-Noir, Mystery",Charles Chaplin,"Francis Ford Coppola (screenplay), Mario Puzo (screenplay), Mario Puzo (novel)","Faye Dunaway, William Holden, Peter Finch, Robert Duvall","In Casablanca in December 1941, a cynical American expatriate encounters a former lover, with unforeseen complications.",English,USA,Nominated for 1 Oscar. Another 33 wins & 62 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Internet Movie Database,8.1/10,,8.3,"402,281",ID-163,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/la_la_land/,05 Nov 2002,"$380,529,370",The Weinstein Co.,,True
176,On the Waterfront,2017,PG,16 Jul 2010,164 min,"Drama, Western",Franklin J. Schaffner,"Larry McMurtry (screenplay), Peter Bogdanovich (screenplay), Larry McMurtry (novel)","Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","English, Esperanto","Italy, USA",Won 2 Oscars. Another 22 wins & 55 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,Internet Movie Database,8.2/10,,8.1,"724,665",ID-164,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/1127787-big_fish/,11 Jul 2000,,Criterion Collection,,True
152,The Straight Story,2000,APPROVED,15 Dec 1974,116 min,"Drama, Mystery, Sci-Fi",Roman Polanski,Oliver Stone,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready","When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",English,USA,Won 1 Oscar. Another 79 wins & 116 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ0MmRiMjMtM2Y1MC00MTYwLWI4YzktOGI0MjdiNzJlZDc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.0/10,72,8.1,"639,101",ID-165,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/american_history_x/,18 May 1999,"$141,243,551",Dimension Films,,True
200,Notorious,1934,R,19 Jun 2015,108 min,"Drama, War",Billy Wilder,"Stephen P. Lindsey (screenplay), Kaneto Shindô (motion picture ""Hachiko monogatari"")","Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",English,"UK, USA",Won 1 Oscar. Another 13 wins & 39 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.0/10,87,8.0,"48,842",ID-166,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/the_dark_knight_rises/,25 Jun 2002,,Warner Bros. Pictures,,True
152,The Best Years of Our Lives,1988,R,22 Aug 1986,99 min,"Biography, Drama, Sport","Terry Gilliam, Terry Jones","Hubert Selby Jr. (based on the book by), Hubert Selby Jr. (screenplay), Darren Aronofsky (screenplay)","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","English, Pawnee, French","Lebanon, Libya, Kuwait, Morocco, UK",Won 1 Oscar. Another 18 wins & 26 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Internet Movie Database,8.3/10,,8.1,"1,326,876",ID-167,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/good_will_hunting/,21 Sep 2004,,Orion Pictures Corporation,,True
128,Rush,2006,PG-13,31 Mar 1999,122 min,Drama,Mike Nichols,Ernest Lehman,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin",A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"English, Russian, Vietnamese, French","USA, Hong Kong",8 wins & 62 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Internet Movie Database,8.4/10,,8.2,"73,848",ID-168,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/north-by-northwest/,06 Apr 2004,,Warner Bros. Pictures,,True
1,The Best Years of Our Lives,1939,R,19 Jan 2001,92 min,"Animation, Adventure, Comedy",Peter Jackson,"James Cameron, Gale Anne Hurd, William Wisher Jr. (additional dialogue)","Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger","An ex-tennis pro carries out a plot to murder his wife. When things go wrong, he improvises a brilliant plan B.",English,USA,Nominated for 2 Oscars. Another 55 wins & 55 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg,Internet Movie Database,8.0/10,82,9.3,"103,963",ID-169,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/grapes_of_wrath/,01 Aug 2000,,Warner Bros. Pictures,,True
118,Witness for the Prosecution,2015,R,31 Mar 1999,94 min,"Drama, Romance, War",Paul Thomas Anderson,"Harry Grey (novel), Leonardo Benvenuti (screenplay), Piero De Bernardi (screenplay), Enrico Medioli (screenplay), Franco Arcalli (screenplay), Franco Ferrini (screenplay), Sergio Leone (screenplay), Stuart Kaminsky (additional dialogue)","Bette Davis, Joan Crawford, Victor Buono, Wesley Addy","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","English, Vietnamese",USA,35 wins & 70 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODQwOTc5MDM2N15BMl5BanBnXkFtZTcwODQxNTEzNA@@._V1_SX300.jpg,Internet Movie Database,8.0/10,90,8.1,"102,340",ID-170,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/the_lord_of_the_rings_the_fellowship_of_the_ring/,15 Aug 2001,,Paramount Pictures,,True
49,The Gold Rush,1984,R,12 Feb 2016,91 min,"Adventure, Drama, Fantasy","Dean DeBlois, Chris Sanders","James Mangold (story by), Scott Frank (screenplay), James Mangold (screenplay), Michael Green (screenplay)","Sissy Spacek, Jane Galloway Heitz, Joseph A. Carpenter, Donald Wiegert",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,English,USA,Won 3 Oscars. Another 82 wins & 177 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Internet Movie Database,8.2/10,77,8.3,"122,177",ID-171,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/sunset_boulevard/,09 Mar 2004,"$3,840,702",Buena Vista,http://www.findamazingamy.com/,True
107,The Lord of the Rings: The Fellowship of the Ring,1987,NOT RATED,04 Mar 2016,131 min,"Drama, History, Thriller",Quentin Tarantino,Sylvester Stallone,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",English,USA,4 wins & 17 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Internet Movie Database,8.3/10,100,8.2,"1,188,300",ID-172,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/toy_story_3/,27 Apr 2004,"$34,034,168",Sony Pictures Home Entertainment,,True
45,Gone with the Wind,1944,APPROVED,10 Oct 1980,172 min,Drama,David Fincher,"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","The story of Henry Hill and his life through the teen years into the years of mafia, covering his relationship with wife Karen Hill and his Mob partners Jimmy Conway and Tommy DeVitto in the Italian-American crime syndicate.",English,USA,Won 3 Oscars. Another 28 wins & 17 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzc5N2ZjNWMtNWVkZi00MzYyLTkxNjYtMzc0NjE0MDFjNGQ0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.1/10,100,8.5,"232,188",ID-173,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/paris_texas/,10 Nov 2009,,MGM,,True
